Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,10/02/2024,"10WEB.IO HTTPS10WEB.IO DE                    10/01",-136.00,DEBIT_CARD,1395.48,,
CREDIT,10/01/2024,"Online Transfer from CHK ...0068 transaction#: 22239946526",370.00,ACCT_XFER,1531.48,,
DEBIT,09/30/2024,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,1161.48,,
DEBIT,09/30/2024,"Online Transfer to CHK ...0068 transaction#: 22211484425 09/30",-150.00,ACCT_XFER,1176.48,,
DEBIT,09/30/2024,"HIGHLEVEL INC. HTTPSGOHIGHLE TX              09/29",-100.00,DEBIT_CARD,1326.48,,
DEBIT,09/25/2024,"META WAVE SOLUTIONS LB NAGAR                 09/24",-3.50,DEBIT_CARD,1426.48,,
CREDIT,09/25/2024,"ORIG CO NAME:KuriosBrand LLC        ORIG ID:814357085  DESC DATE:240925 CO ENTRY DESCR:F0E6237607SEC:PPD    TRACE#:211370155350918 EED:240925   IND ID:                             IND NAME:MARK GUNDRUM TRN: 2695350918TC",321.00,MISC_CREDIT,1429.98,,
DEBIT,09/23/2024,"CASH APP*EMILY BRADFORD Oakland CA           09/22",-4.00,DEBIT_CARD,1108.98,,
DEBIT,09/23/2024,"CASH APP*PAYTON LOWE Oakland CA              09/22",-6.00,DEBIT_CARD,1112.98,,
DEBIT,09/23/2024,"ELEVENLABS.IO-C25187 ELEVENLABS.IO NY        09/21",-5.00,DEBIT_CARD,1118.98,,
DEBIT,09/23/2024,"CANVA* I04281-482946 HTTPSCANVA.CO DE        09/21",-12.99,DEBIT_CARD,1123.98,,
DEBIT,09/23/2024,"CASH APP*PAYTON LOWE Oakland CA              09/20",-6.00,DEBIT_CARD,1136.97,,
DEBIT,09/17/2024,"10WEB.IO HTTPS10WEB.IO DE                    09/16",-7.00,DEBIT_CARD,1142.97,,
CREDIT,09/17/2024,"ORIG CO NAME:KuriosBrand LLC        ORIG ID:814357085  DESC DATE:240917 CO ENTRY DESCR:5F2EA6AF99SEC:PPD    TRACE#:211370157970051 EED:240917   IND ID:                             IND NAME:MARK GUNDRUM TRN: 2617970051TC",122.00,MISC_CREDIT,1149.97,,
CREDIT,09/17/2024,"Online Transfer from CHK ...0068 transaction#: 22087572362",370.00,ACCT_XFER,1027.97,,
DEBIT,09/16/2024,"HIGHLEVEL INC. HTTPSGOHIGHLE TX              09/13",-100.00,DEBIT_CARD,657.97,,
DEBIT,09/13/2024,"CASH APP*KWABENA EKUBAN Oakland CA           09/13",-6.00,DEBIT_CARD,757.97,,
DEBIT,09/13/2024,"CASH APP*EMILY BRADFORD Oakland CA           09/13",-6.00,DEBIT_CARD,763.97,,
DEBIT,09/13/2024,"CASH APP*EMILY BRADFORD Oakland CA           09/13",-6.00,DEBIT_CARD,769.97,,
DEBIT,09/13/2024,"ORIG CO NAME:PETER LUMUMBA          ORIG ID:770510487C DESC DATE:       CO ENTRY DESCR:IAT PAYPALSEC:WEB    TRACE#:091000012280538 EED:240913   IND ID:1036894435913                IND NAME:MARK GUNDRUM                                                                                                 IATCV TRN: 2572280538TC",-6.00,MISC_DEBIT,775.97,,
DEBIT,09/13/2024,"KOALA.SH HTTPSKOALA.SH FL                    09/12",-17.50,DEBIT_CARD,781.97,,
DEBIT,09/13/2024,"CASH APP*GEOVANNI Oakland CA                 09/12",-6.00,DEBIT_CARD,799.47,,
DEBIT,09/13/2024,"CASH APP*GEOVANNI Oakland CA                 09/12",-6.00,DEBIT_CARD,805.47,,
DEBIT,09/13/2024,"CASH APP*RAY OGLESBY Oakland CA              09/12",-6.00,DEBIT_CARD,811.47,,
CREDIT,09/13/2024,"ORIG CO NAME:KuriosBrand LLC        ORIG ID:814357085  DESC DATE:240913 CO ENTRY DESCR:CA19AD3F31SEC:PPD    TRACE#:211370158465735 EED:240913   IND ID:                             IND NAME:MARK GUNDRUM TRN: 2578465735TC",2.23,MISC_CREDIT,817.47,,
CREDIT,09/13/2024,"ORIG CO NAME:KuriosBrand LLC        ORIG ID:814357085  DESC DATE:240913 CO ENTRY DESCR:82E15E7387SEC:PPD    TRACE#:211370158465752 EED:240913   IND ID:                             IND NAME:MARK GUNDRUM TRN: 2578465752TC",220.50,MISC_CREDIT,815.24,,
DEBIT,09/09/2024,"MIDJOURNEY INC. HTTPSWWW.MIDJ CA             09/07",-10.50,DEBIT_CARD,594.74,,
CREDIT,09/09/2024,"ORIG CO NAME:KuriosBrand LLC        ORIG ID:814357085  DESC DATE:240909 CO ENTRY DESCR:7C464C4693SEC:PPD    TRACE#:211370155332778 EED:240909   IND ID:                             IND NAME:MARK GUNDRUM TRN: 2535332778TC",99.00,MISC_CREDIT,605.24,,
DEBIT,09/06/2024,"HIGHLEVEL AGENCY SUB HTTPSGOHIGHLE TX        09/06",-297.00,DEBIT_CARD,506.24,,
DEBIT,09/05/2024,"INDEXSY RICHMOND BC                          09/04",-81.00,DEBIT_CARD,803.24,,
DEBIT,09/05/2024,"INDEXSY RICHMOND BC                          09/04",-81.00,DEBIT_CARD,884.24,,
CREDIT,09/04/2024,"ORIG CO NAME:KuriosBrand LLC        ORIG ID:814357085  DESC DATE:240904 CO ENTRY DESCR:C7EBF5EE52SEC:PPD    TRACE#:211370159813713 EED:240904   IND ID:                             IND NAME:MARK GUNDRUM TRN: 2489813713TC",119.07,MISC_CREDIT,965.24,,
DEBIT,09/03/2024,"Outback Ste  85527401 604-678-3275 DE        09/02",-75.00,DEBIT_CARD,846.17,,
DEBIT,09/03/2024,"GOOGLE *ADS270066549 cc@google.com CA        09/01",-153.53,DEBIT_CARD,921.17,,
DEBIT,09/03/2024,"GOOGLE *ADS524849803 cc@google.com CA        09/01",-12.97,DEBIT_CARD,1074.70,,
DEBIT,09/03/2024,"GOOGLE *ADS507431988 cc@google.com CA        09/01",-66.53,DEBIT_CARD,1087.67,,
DEBIT,09/03/2024,"GOOGLE *ADS351966950 cc@google.com CA        09/01",-12.14,DEBIT_CARD,1154.20,,
DEBIT,09/03/2024,"GOOGLE *ADS644693792 cc@google.com CA        09/01",-9.82,DEBIT_CARD,1166.34,,
DEBIT,09/03/2024,"10WEB.IO HTTPS10WEB.IO DE                    09/01",-122.00,DEBIT_CARD,1176.16,,
DEBIT,09/03/2024,"BOOST MOBILE 833-502-6678 CO                 08/30",-61.06,DEBIT_CARD,1298.16,,
DEBIT,09/03/2024,"KOALA.SH HTTPSKOALA.SH FL                    08/30",240.00,DEBIT_CARD,1359.22,,
DEBIT,08/30/2024,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,1119.22,,
DEBIT,08/30/2024,"CASH APP*LOUISE FERR San Francisco CA        08/29",-6.00,DEBIT_CARD,1134.22,,
DEBIT,08/30/2024,"KOALA.SH HTTPSKOALA.SH FL                    08/29",-240.00,DEBIT_CARD,1140.22,,
DEBIT,08/30/2024,"CASH APP*SEAN DONOVA San Francisco CA        08/29",-6.00,DEBIT_CARD,1380.22,,
DEBIT,08/30/2024,"CASH APP*DJS San Francisco CA                08/29",-6.00,DEBIT_CARD,1386.22,,
DEBIT,08/30/2024,"CASH APP*RAY OGLESBY San Francisco CA        08/29",-6.00,DEBIT_CARD,1392.22,,
DEBIT,08/30/2024,"LOOMINOST.COM KUALA LUMPUR                   08/29",-33.70,DEBIT_CARD,1398.22,,
CREDIT,08/30/2024,"ORIG CO NAME:KuriosBrand LLC        ORIG ID:814357085  DESC DATE:240830 CO ENTRY DESCR:89CACEBC33SEC:PPD    TRACE#:211370159080954 EED:240830   IND ID:                             IND NAME:MARK GUNDRUM TRN: 2439080954TC",222.91,MISC_CREDIT,1431.92,,
DEBIT,08/29/2024,"CASH APP*TIFFANY GAR San Francisco CA        08/29",-6.00,DEBIT_CARD,1209.01,,
DEBIT,08/29/2024,"CASH APP*M N M San Francisco CA              08/28",-6.00,DEBIT_CARD,1215.01,,
DEBIT,08/29/2024,"CASH APP*JAMES PATTE San Francisco CA        08/28",-6.00,DEBIT_CARD,1221.01,,
DEBIT,08/29/2024,"CASH APP*JONATHAN HA San Francisco CA        08/28",-6.00,DEBIT_CARD,1227.01,,
DEBIT,08/29/2024,"CASH APP*JAMES PATTE San Francisco CA        08/28",-6.00,DEBIT_CARD,1233.01,,
DEBIT,08/29/2024,"CASH APP*TIFFANY GAR San Francisco CA        08/28",-7.00,DEBIT_CARD,1239.01,,
DEBIT,08/29/2024,"CASH APP*TIFFANY GAR San Francisco CA        08/28",-6.00,DEBIT_CARD,1246.01,,
DEBIT,08/28/2024,"ORIG CO NAME:PAYPAL                 ORIG ID:PAYPALSI77 DESC DATE:240827 CO ENTRY DESCR:INST XFER SEC:WEB    TRACE#:091000014914523 EED:240828   IND ID:SWEETBABYJESUSR              IND NAME:MARK GUNDRUM                                                                                                 INSTANT TRANSFER TRN: 2414914523TC",-6.00,MISC_DEBIT,1252.01,,
DEBIT,08/28/2024,"CASH APP*KHRISTOPHER San Francisco CA        08/28",-6.00,DEBIT_CARD,1258.01,,
DEBIT,08/28/2024,"CASH APP*M N M San Francisco CA              08/28",-6.00,DEBIT_CARD,1264.01,,
DEBIT,08/27/2024,"CASH APP*L H San Francisco CA                08/27",-6.00,DEBIT_CARD,1270.01,,
DEBIT,08/27/2024,"CASH APP*SANDRA GALL San Francisco CA        08/27",-6.00,DEBIT_CARD,1276.01,,
DEBIT,08/27/2024,"CASH APP*ANTHONY MAZZA cash.app FL           08/26",-6.00,DEBIT_CARD,1282.01,,
DEBIT,08/27/2024,"CASH APP*KHRISTOPHER San Francisco CA        08/26",-6.00,DEBIT_CARD,1288.01,,
DEBIT,08/26/2024,"Payment to Chase card ending in 0678 08/26",-500.00,LOAN_PMT,1294.01,,
DEBIT,08/23/2024,"LOOMINOST.COM KUALA LUMPUR                   08/22",-33.70,DEBIT_CARD,1794.01,,
DEBIT,08/23/2024,"CASH APP*CHELSEA LEW San Francisco CA        08/22",-6.00,DEBIT_CARD,1827.71,,
DEBIT,08/23/2024,"NAME-CHEAP.COM* WKV3 WWW.NAMECHEAP AZ        08/22",-10.46,DEBIT_CARD,1833.71,,
DEBIT,08/22/2024,"ORIG CO NAME:VENMO                  ORIG ID:3264681992 DESC DATE:240820 CO ENTRY DESCR:PAYMENT   SEC:WEB    TRACE#:091000010212181 EED:240822   IND ID:1036411795274                IND NAME:MARK GUNDRUM TRN: 2350212181TC",-10.00,MISC_DEBIT,1844.17,,
DEBIT,08/22/2024,"ORIG CO NAME:VENMO                  ORIG ID:3264681992 DESC DATE:240820 CO ENTRY DESCR:PAYMENT   SEC:WEB    TRACE#:091000010212451 EED:240822   IND ID:1036413459037                IND NAME:MARK GUNDRUM TRN: 2350212451TC",-15.00,MISC_DEBIT,1854.17,,
DEBIT,08/22/2024,"ELEVENLABS.IO-C25187 ELEVENLABS.IO NY        08/21",-5.00,DEBIT_CARD,1869.17,,
DEBIT,08/22/2024,"CANVA* I04250-725979 HTTPSCANVA.CO DE        08/21",-12.99,DEBIT_CARD,1874.17,,
CREDIT,08/22/2024,"ORIG CO NAME:KuriosBrand LLC        ORIG ID:814357085  DESC DATE:240822 CO ENTRY DESCR:1E6CA18BC4SEC:PPD    TRACE#:211370153049890 EED:240822   IND ID:                             IND NAME:MARK GUNDRUM TRN: 2353049890TC",224.00,MISC_CREDIT,1887.16,,
DEBIT,08/20/2024,"Online Transfer to SAV ...7036 transaction#: 21788149186 08/20",-550.00,ACCT_XFER,1663.16,,
DEBIT,08/20/2024,"ORIG CO NAME:VENMO                  ORIG ID:3264681992 DESC DATE:240819 CO ENTRY DESCR:PAYMENT   SEC:WEB    TRACE#:091000018158125 EED:240820   IND ID:1036392662663                IND NAME:MARK GUNDRUM TRN: 2338158125TC",-6.00,MISC_DEBIT,2213.16,,
DEBIT,08/20/2024,"CASH APP*INFINITE DI San Francisco CA        08/19",-6.00,DEBIT_CARD,2219.16,,
DEBIT,08/20/2024,"CASH APP*ICE MOM San Francisco CA            08/19",-6.00,DEBIT_CARD,2225.16,,
DEBIT,08/20/2024,"CASH APP*CHELSEA LEW San Francisco CA        08/19",-6.00,DEBIT_CARD,2231.16,,
DEBIT,08/20/2024,"CASH APP*ASHLEY RICA San Francisco CA        08/19",-6.00,DEBIT_CARD,2237.16,,
DEBIT,08/20/2024,"CASH APP*ROBERT ROSE San Francisco CA        08/19",-6.00,DEBIT_CARD,2243.16,,
DEBIT,08/20/2024,"CASH APP*BIG BOSS San Francisco CA           08/19",-6.00,DEBIT_CARD,2249.16,,
DEBIT,08/20/2024,"CASH APP*ASHLEY BEAR San Francisco CA        08/19",-6.00,DEBIT_CARD,2255.16,,
CREDIT,08/20/2024,"Online Transfer from CHK ...0068 transaction#: 21790162027",500.00,ACCT_XFER,2261.16,,
DEBIT,08/19/2024,"CASH APP*MURPHY PALM San Francisco CA        08/17",-6.00,DEBIT_CARD,1761.16,,
DEBIT,08/16/2024,"OPENAI *CHATGPT SUBS HTTPSOPENAI.C CA        08/16",-20.00,DEBIT_CARD,1767.16,,
CREDIT,08/16/2024,"ORIG CO NAME:KuriosBrand LLC        ORIG ID:814357085  DESC DATE:240816 CO ENTRY DESCR:DB495CB8F6SEC:PPD    TRACE#:211370153886479 EED:240816   IND ID:                             IND NAME:MARK GUNDRUM TRN: 2293886479TC",236.00,MISC_CREDIT,1787.16,,
DEBIT,08/15/2024,"CASH APP*TRACY ISAAC San Francisco CA        08/15",-6.00,DEBIT_CARD,1551.16,,
DEBIT,08/15/2024,"CASH APP*JONATHAN HA San Francisco CA        08/15",-7.00,DEBIT_CARD,1557.16,,
DEBIT,08/15/2024,"CASH APP*TYYYVB San Francisco CA             08/14",-6.00,DEBIT_CARD,1564.16,,
DEBIT,08/15/2024,"CASH APP*ROB ROBINSO San Francisco CA        08/14",-6.00,DEBIT_CARD,1570.16,,
DEBIT,08/15/2024,"CASH APP*NICHOLAS M San Francisco CA         08/14",-6.00,DEBIT_CARD,1576.16,,
DEBIT,08/15/2024,"CASH APP*TATIANA GRE San Francisco CA        08/14",-6.00,DEBIT_CARD,1582.16,,
DEBIT,08/15/2024,"CASH APP*LEEANN ALEX San Francisco CA        08/14",-6.00,DEBIT_CARD,1588.16,,
DEBIT,08/15/2024,"CASH APP*MELISSA WAS San Francisco CA        08/14",-6.00,DEBIT_CARD,1594.16,,
DEBIT,08/15/2024,"Fiverr 855-5859699 NY                        08/14",-8.28,DEBIT_CARD,1600.16,,
DEBIT,08/15/2024,"Fiverr 855-5859699 NY                        08/14",-8.28,DEBIT_CARD,1608.44,,
DEBIT,08/15/2024,"Fiverr 855-5859699 NY                        08/14",-8.28,DEBIT_CARD,1616.72,,
DEBIT,08/15/2024,"Fiverr 855-5859699 NY                        08/14",-8.28,DEBIT_CARD,1625.00,,
DEBIT,08/14/2024,"Zelle payment to Louis Reviewee JPM99alysroy",-6.00,CHASE_TO_PARTNERFI,1633.28,,
DEBIT,08/14/2024,"Fiverr 855-5859699 NY                        08/13",-8.28,DEBIT_CARD,1639.28,,
DEBIT,08/14/2024,"Fiverr 855-5859699 NY                        08/13",-8.28,DEBIT_CARD,1647.56,,
CREDIT,08/14/2024,"ORIG CO NAME:KuriosBrand LLC        ORIG ID:814357085  DESC DATE:240814 CO ENTRY DESCR:ECF3E56C7CSEC:PPD    TRACE#:211370154226148 EED:240814   IND ID:                             IND NAME:MARK GUNDRUM TRN: 2274226148TC",323.00,MISC_CREDIT,1655.84,,
DEBIT,08/13/2024,"CASH APP*DWAYNE ACRE San Francisco CA        08/13",-6.00,DEBIT_CARD,1332.84,,
DEBIT,08/13/2024,"CASH APP*TATIANA GRE San Francisco CA        08/12",-6.00,DEBIT_CARD,1338.84,,
DEBIT,08/13/2024,"CASH APP*NOT YET cash.app FL                 08/12",-6.00,DEBIT_CARD,1344.84,,
DEBIT,08/13/2024,"CASH APP*MUAHDELICIO San Francisco CA        08/12",-24.00,DEBIT_CARD,1350.84,,
DEBIT,08/13/2024,"CASH APP*JENNA BROWN San Francisco CA        08/12",-6.00,DEBIT_CARD,1374.84,,
DEBIT,08/12/2024,"ORIG CO NAME:VENMO                  ORIG ID:3264681992 DESC DATE:240810 CO ENTRY DESCR:PAYMENT   SEC:WEB    TRACE#:091000011218831 EED:240812   IND ID:1036211005510                IND NAME:MARK GUNDRUM TRN: 2251218831TC",-67.36,MISC_DEBIT,1380.84,,
DEBIT,08/12/2024,"Zelle payment to Brenda JPM99alt9yft",-15.00,CHASE_TO_PARTNERFI,1448.20,,
DEBIT,08/12/2024,"ORIG CO NAME:VENMO                  ORIG ID:3264681992 DESC DATE:240809 CO ENTRY DESCR:PAYMENT   SEC:WEB    TRACE#:091000017271962 EED:240812   IND ID:1036174866842                IND NAME:MARK GUNDRUM TRN: 2257271962TC",-15.00,MISC_DEBIT,1463.20,,
DEBIT,08/12/2024,"ORIG CO NAME:VENMO                  ORIG ID:3264681992 DESC DATE:240809 CO ENTRY DESCR:PAYMENT   SEC:WEB    TRACE#:091000017272126 EED:240812   IND ID:1036175130606                IND NAME:MARK GUNDRUM TRN: 2257272126TC",-30.00,MISC_DEBIT,1478.20,,
DEBIT,08/12/2024,"ORIG CO NAME:VENMO                  ORIG ID:3264681992 DESC DATE:240809 CO ENTRY DESCR:PAYMENT   SEC:WEB    TRACE#:091000017272078 EED:240812   IND ID:1036175098250                IND NAME:MARK GUNDRUM TRN: 2257272078TC",-100.00,MISC_DEBIT,1508.20,,
DEBIT,08/12/2024,"AMAZON MKTPL*RM11E15 Amzn.com/bill WA        08/10",-60.93,DEBIT_CARD,1608.20,,
DEBIT,08/09/2024,"Zelle payment to Jesus 21680246156",-20.00,QUICKPAY_DEBIT,1669.13,,
DEBIT,08/09/2024,"CASH APP*JONATHAN HA San Francisco CA        08/08",-6.00,DEBIT_CARD,1689.13,,
DEBIT,08/08/2024,"MIDJOURNEY INC. HTTPSWWW.MIDJ CA             08/07",-10.50,DEBIT_CARD,1695.13,,
DEBIT,08/08/2024,"CASH APP*NICHOLAS M San Francisco CA         08/07",-6.00,DEBIT_CARD,1705.63,,
DEBIT,08/07/2024,"CASH APP*JONATHAN HA San Francisco CA        08/06",-6.00,DEBIT_CARD,1711.63,,
DEBIT,08/07/2024,"CASH APP*MURPHY PALM San Francisco CA        08/06",-6.00,DEBIT_CARD,1717.63,,
DEBIT,08/07/2024,"OFFICEMAX/DEPOT 6536 800-463-3768 WI         08/06",-16.79,DEBIT_CARD,1723.63,,
CREDIT,08/06/2024,"Online Transfer from CHK ...0068 transaction#: 21646159427",500.00,ACCT_XFER,1740.42,,
DEBIT,08/05/2024,"CASH APP*DACK GALLAG San Francisco CA        08/04",-6.00,DEBIT_CARD,1240.42,,
DEBIT,08/05/2024,"CASH APP*DANIEL OSOR San Francisco CA        08/04",-6.00,DEBIT_CARD,1246.42,,
DEBIT,08/05/2024,"CASH APP*MR ANIME San Francisco CA           08/04",-6.00,DEBIT_CARD,1252.42,,
DEBIT,08/05/2024,"INDEXSY RICHMOND BC                          08/03",-81.00,DEBIT_CARD,1258.42,,
DEBIT,08/05/2024,"BOOST MOBILE 833-502-6678 CO                 08/03",-25.51,DEBIT_CARD,1339.42,,
DEBIT,08/05/2024,"NAME-CHEAP.COM* RJP8 WWW.NAMECHEAP AZ        08/03",-14.88,DEBIT_CARD,1364.93,,
DEBIT,08/05/2024,"BOOST MOBILE 833-502-6678 CO                 08/03",-25.51,DEBIT_CARD,1379.81,,
DEBIT,08/05/2024,"OFFICEMAX/DEPOT 6536 800-463-3768 WI         08/02",-50.37,DEBIT_CARD,1405.32,,
CREDIT,08/05/2024,"ORIG CO NAME:KuriosBrand LLC        ORIG ID:814357085  DESC DATE:240805 CO ENTRY DESCR:D9B75567FCSEC:PPD    TRACE#:211370155122468 EED:240805   IND ID:                             IND NAME:MARK GUNDRUM TRN: 2185122468TC",431.40,MISC_CREDIT,1455.69,,
DEBIT,08/02/2024,"THE HOME DEPOT #4910 DELAFIELD WI    454314  08/02",-4.94,DEBIT_CARD,1024.29,,
DEBIT,08/01/2024,"10WEB.IO HTTPS10WEB.IO DE                    08/01",-122.00,DEBIT_CARD,1029.23,,
DEBIT,07/31/2024,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,1151.23,,
DEBIT,07/31/2024,"Fiverr 855-5859699 NY                        07/30",-8.28,DEBIT_CARD,1166.23,,
DEBIT,07/31/2024,"OFFICEMAX/DEPOT 6536 800-463-3768 WI         07/30",-16.79,DEBIT_CARD,1174.51,,
DEBIT,07/31/2024,"OFFICEMAX/DEPOT 6536 800-463-3768 WI         07/30",-16.79,DEBIT_CARD,1191.30,,
DEBIT,07/31/2024,"OFFICEMAX/DEPOT 6536 800-463-3768 WI         07/30",-16.79,DEBIT_CARD,1208.09,,
DEBIT,07/29/2024,"ORIG CO NAME:PAYPAL                 ORIG ID:PAYPALSI77 DESC DATE:240728 CO ENTRY DESCR:INST XFER SEC:WEB    TRACE#:021000020015276 EED:240729   IND ID:MOVES2IMPROVE                IND NAME:MARK GUNDRUM                                                                                                 240728PPZB5V TRN: 2110015276TC",-6.00,MISC_DEBIT,1224.88,,
DEBIT,07/29/2024,"Fiverr 855-5859699 NY                        07/27",-8.28,DEBIT_CARD,1230.88,,
DEBIT,07/29/2024,"OFFICEMAX/DEPOT 6536 800-463-3768 WI         07/27",-33.58,DEBIT_CARD,1239.16,,
DEBIT,07/29/2024,"OFFICEMAX/DEPOT 6536 800-463-3768 WI         07/26",-16.79,DEBIT_CARD,1272.74,,
DEBIT,07/29/2024,"BOOST MOBILE 833-502-6678 CO                 07/26",-15.00,DEBIT_CARD,1289.53,,
DEBIT,07/26/2024,"WM SUPERCENTER #1678 DELAFIELD WI    027992  07/26",-31.37,DEBIT_CARD,1304.53,,
DEBIT,07/26/2024,"OFFICEMAX/DEPOT 6536 800-463-3768 WI         07/25",-32.54,DEBIT_CARD,1335.90,,
DEBIT,07/26/2024,"NAME-CHEAP.COM* 4BEM WWW.NAMECHEAP AZ        07/26",-14.88,DEBIT_CARD,1368.44,,
DEBIT,07/25/2024,"WAL-MART SUPER CENTER DELAFIELD WI           07/25",-31.37,DEBIT_CARD,1383.32,,
DEBIT,07/24/2024,"LINKDADDY LLC HTTPSLINKDADD FL               07/23",-16.00,DEBIT_CARD,1414.69,,
CREDIT,07/24/2024,"Online Transfer from SAV ...7036 transaction#: 21506839782",1100.00,ACCT_XFER,1430.69,,
DEBIT,07/23/2024,"THE HOME DEPOT #4910 DELAFIELD WI    975817  07/23",-12.34,DEBIT_CARD,330.69,,
DEBIT,07/23/2024,"Online Transfer 21495670881 to No Temptation #####6760 transaction #: 21495670881 07/23",-1050.00,ACCT_XFER,343.03,,
DEBIT,07/23/2024,"P.SKOOL.COM/ZJSTJ WWW.SKOOL.COM CA           07/23",-99.00,DEBIT_CARD,1393.03,,
DEBIT,07/22/2024,"ELEVENLABS.IO ELEVENLABS.IO NY               07/21",-5.00,DEBIT_CARD,1492.03,,
DEBIT,07/22/2024,"CANVA* I04219-430138 HTTPSCANVA.CO DE        07/21",-12.99,DEBIT_CARD,1497.03,,
DEBIT,07/22/2024,"ORIG CO NAME:VENMO                  ORIG ID:3264681992 DESC DATE:240719 CO ENTRY DESCR:PAYMENT   SEC:WEB    TRACE#:091000017245666 EED:240722   IND ID:1035757889487                IND NAME:MARK GUNDRUM TRN: 2047245666TC",-90.00,MISC_DEBIT,1510.02,,
DEBIT,07/17/2024,"Online Transfer to SAV ...7036 transaction#: 21438873904 07/17",-200.00,ACCT_XFER,1600.02,,
DEBIT,07/17/2024,"Payment to Chase card ending in 0678 07/17",-1000.00,LOAN_PMT,1800.02,,
DEBIT,07/17/2024,"ORIG CO NAME:UW Platteville         ORIG ID:1364199567 DESC DATE:240716 CO ENTRY DESCR:UWP ePay  SEC:WEB    TRACE#:091000011451481 EED:240717   IND ID:1000106648                   IND NAME:Mark Gundrum                                                                                                 9541210461 TRN: 1991451481TC",-236.49,ACH_DEBIT,2800.02,,
DEBIT,07/16/2024,"OPENAI *CHATGPT SUBS HTTPSOPENAI.C CA        07/16",-20.00,DEBIT_CARD,3036.51,,
CREDIT,07/16/2024,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000025795790 EED:240716   IND ID:ST-D9G0K6S3R6X4              IND NAME:MARK GUNDRUM TRN: 1985795790TC",289.50,ACH_CREDIT,3056.51,,
DEBIT,07/15/2024,"Online Transfer to CHK ...0068 transaction#: 21415678745 07/15",-500.00,ACCT_XFER,2767.01,,
DEBIT,07/11/2024,"ORIG CO NAME:VS NETTIPALVELU        ORIG ID:770510487A DESC DATE:       CO ENTRY DESCR:IAT PAYPALSEC:WEB    TRACE#:091000013655559 EED:240711   IND ID:1035575411160                IND NAME:MARK GUNDRUM                                                                                                 IATCV TRN: 1933655559TC",-27.50,MISC_DEBIT,3267.01,,
CREDIT,07/09/2024,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000021551884 EED:240709   IND ID:ST-O1R7I6Y3Y0V8              IND NAME:MARK GUNDRUM TRN: 1911551884TC",286.62,ACH_CREDIT,3294.51,,
CREDIT,07/09/2024,"Online Transfer from CHK ...0068 transaction#: 21357250491",1400.00,ACCT_XFER,3007.89,,
DEBIT,07/08/2024,"ORIG CO NAME:JOANNE MARIE TRI       ORIG ID:770510487A DESC DATE:       CO ENTRY DESCR:IAT PAYPALSEC:WEB    TRACE#:091000013243471 EED:240708   IND ID:1035511835017                IND NAME:MARK GUNDRUM                                                                                                 IATCV TRN: 1903243471TC",-50.40,MISC_DEBIT,1607.89,,
DEBIT,07/08/2024,"MIDJOURNEY INC. HTTPSWWW.MIDJ CA             07/07",-10.50,DEBIT_CARD,1658.29,,
DEBIT,07/08/2024,"Zelle payment to Timmy 21330285138",-10.00,QUICKPAY_DEBIT,1668.79,,
DEBIT,07/08/2024,"Zelle payment to Leslie 21330066205",-7.00,QUICKPAY_DEBIT,1678.79,,
DEBIT,07/08/2024,"ORIG CO NAME:VENMO                  ORIG ID:3264681992 DESC DATE:240705 CO ENTRY DESCR:PAYMENT   SEC:WEB    TRACE#:091000010803439 EED:240708   IND ID:1035475827043                IND NAME:MARK GUNDRUM TRN: 1900803439TC",-20.00,MISC_DEBIT,1685.79,,
DEBIT,07/05/2024,"ORIG CO NAME:UW Platteville         ORIG ID:1364199567 DESC DATE:240704 CO ENTRY DESCR:UWP ePay  SEC:WEB    TRACE#:091000012893752 EED:240705   IND ID:1000106432                   IND NAME:Mark Gundrum                                                                                                 9541210461 TRN: 1872893752TC",-100.00,ACH_DEBIT,1705.79,,
DEBIT,07/03/2024,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015830775 EED:240703   IND ID:ST-M3U8P7C6H4R7              IND NAME:MARK GUNDRUM TRN: 1855830775TC",-19.16,ACH_DEBIT,1805.79,,
DEBIT,07/03/2024,"NAME-CHEAP.COM* M4RY WWW.NAMECHEAP AZ        07/02",-9.16,DEBIT_CARD,1824.95,,
CREDIT,07/02/2024,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000026086581 EED:240702   IND ID:ST-V6B4O5M1R9W5              IND NAME:MARK GUNDRUM TRN: 1846086581TC",291.00,ACH_CREDIT,1834.11,,
DEBIT,07/01/2024,"Zelle payment to Nil Ridge 21270159730",-750.00,QUICKPAY_DEBIT,1543.11,,
DEBIT,07/01/2024,"10WEB.IO HTTPS10WEB.IO DE                    07/01",-102.00,DEBIT_CARD,2293.11,,
